gender,birth,marriage,religion,income,code_job,code_region
2,2009,0,2,,,7
1,1947,1,1,265,910,7
2,1947,1,1,,,7
1,1969,1,2,740,510,7
2,1971,1,2,128,930,7
1,1998,5,2,,,7
1,2000,5,2,,,7
1,1969,1,2,667,312,7
2,1968,1,2,,,7
2,1996,5,2,,,7
1,1966,1,1,458,313,7
2,1968,1,1,,,7
1,2001,0,1,,,7
1,1965,1,2,808,842,7
2,1968,1,2,,,7
2,1993,5,2,,,7
1,1994,5,2,293,783,7
2,1949,2,1,,,7
1,1944,1,1,,,7
2,1948,1,1,,,7
1,1941,1,2,,,7
2,1944,1,2,,,7
2,1972,3,2,210,952,5
1,1995,5,2,,259,5
1,1997,5,2,220,922,5
2,1941,2,1,,,5
2,1962,3,1,,,5
2,1937,3,1,,,5
2,1931,2,2,,,5
2,1938,3,1,,,5
1,1974,5,2,,921,5
2,1929,2,2,,,5
2,1975,3,1,,,5
2,2001,0,1,,,5
2,1925,2,1,,,1
2,1949,1,1,60,421,1
1,1945,1,1,,,1
2,1947,2,1,,,5
1,1934,1,1,,,5
2,1944,1,1,,,5
2,1964,3,1,,,5
2,1988,1,1,,,5
1,2006,0,1,,,5
2,1942,3,1,,,5
1,1986,1,2,507,930,5
2,1986,1,2,,,5
2,2009,0,2,,,5
2,2011,0,2,,,5
1,1936,5,2,,,5
1,1949,1,1,,,5
2,1947,1,1,,,5
2,1970,4,2,363,313,5
2,1996,5,2,,,5
2,1953,2,1,,952,5
2,1942,2,1,,,5
2,1959,2,1,206,421,5
2,1986,5,1,169,521,5
1,1949,1,2,,882,5
2,1956,1,1,290,510,5
2,1977,1,2,184,313,5
1,1977,1,2,602,121,5
1,2008,0,2,,,5
2,2010,0,2,,,5
2,1932,2,1,,,5
1,1950,1,1,,611,5
2,1954,1,1,,611,5
2,1969,2,2,,,5
2,1989,5,2,83,952,5
1,1987,1,1,344,222,5
2,1987,1,1,260,243,5
2,1942,2,2,25,941,5
1,1994,5,2,120,521,5
1,1999,5,2,,,5
2,1937,2,1,27,999,5
1,1961,3,1,42,992,5
2,1946,2,1,,,5
1,1967,1,2,1169,132,5
2,1971,1,2,,259,5
2,2000,5,2,,,5
1,1944,1,1,,,5
2,1950,1,1,,,5
2,1975,1,2,208,313,5
1,1973,1,2,,874,5
2,2008,0,2,,,5
1,2008,0,2,,,5
1,1955,1,2,,442,5
2,1961,1,2,,442,5
1,1963,1,2,,141,5
2,1966,1,1,125,421,5
1,1995,5,2,,,5
1,1993,5,2,,531,5
1,1969,1,2,673,252,5
2,1971,1,2,165,314,5
1,2003,0,2,,,5
1,2004,0,2,,,5
1,1955,1,1,,,5
2,1955,1,1,,,5
1,1983,5,1,150,259,5
2,1993,5,1,350,283,5
2,1930,2,1,,,5
1,1940,1,1,45,999,5
2,1946,1,1,,,5
1,1948,1,1,160,942,5
2,1954,1,1,,951,5
1,1979,1,1,742,312,5
2,1985,1,1,383,320,5
2,2011,0,1,,,5
2,1928,2,1,,,7
1,1954,1,1,,,5
2,1961,1,1,,,5
1,1994,5,1,100,429,5
2,1931,2,1,,,5
1,1965,1,1,783,141,5
2,1971,1,1,,,5
1,1991,5,1,180,312,5
2,1995,5,1,230,245,5
2,1932,2,1,,,5
2,1948,2,1,,,5
2,1966,2,1,171,721,5
2,1991,5,1,,,5
1,1967,1,2,,,5
2,1964,1,2,185,441,5
1,1997,5,2,182,399,5
2,1951,3,1,129,421,5
1,1968,1,2,160,442,5
2,1968,1,2,200,999,5
1,1996,5,2,80,429,5
2,1999,5,2,40,442,5
2,1935,2,1,,,5
1,1952,1,1,610,133,5
2,1956,1,1,,,5
1,1964,1,2,633,233,5
2,1967,1,2,208,421,5
2,1991,5,2,233,313,5
2,1992,5,2,220,285,5
1,1998,5,2,,,5
1,1933,1,2,,,5
2,1936,1,2,,,5
1,1946,1,2,,,5
2,1949,1,2,,,5
1,1942,1,1,,,4
2,1944,1,1,,,4
1,1948,1,1,142,429,5
2,1953,1,1,80,951,5
2,1938,2,2,,953,5
1,1973,1,1,429,312,5
2,1974,1,1,102,247,5
1,2001,0,1,,,5
2,2002,0,1,,,5
1,1971,1,1,529,312,5
2,1970,1,1,376,313,5
2,1998,5,1,,,5
1,1959,1,1,333,259,5
2,1964,1,1,230,247,5
2,1999,5,1,,,5
2,1992,5,1,323,253,6
1,1953,1,2,,,5
2,1956,1,1,,,5
1,1992,5,2,200,312,5
2,1983,1,2,0,311,5
1,1980,1,2,443,311,5
1,2011,0,2,,,5
2,2017,0,2,,,5
1,1937,1,1,,,5
2,1942,1,1,,,5
1,1940,1,1,,,5
2,1942,1,1,,,5
1,1978,1,1,260,392,5
2,1981,1,1,,,5
1,2009,0,1,,,5
1,2012,0,1,,,5
1,1934,1,2,,,5
2,1934,1,2,,,5
1,1946,1,1,,,5
2,1958,1,1,170,941,5
1,1976,1,2,,874,5
2,1977,1,2,150,510,5
2,2006,0,2,,,5
2,2008,0,2,,,5
2,2011,0,2,,,5
1,2014,0,2,,,5
1,1949,1,2,190,941,5
2,1951,1,2,,,5
2,1932,2,2,,,5
1,1970,1,1,708,132,5
2,1974,1,1,,,5
1,2003,0,1,,,5
2,2007,0,1,,,5
1,1946,1,2,,,5
2,1948,1,2,,,5
1,1943,1,1,,,5
2,1946,1,1,,,5
1,1935,1,1,,,5
2,1938,1,1,,,5
2,1953,2,1,,,5
1,1980,5,1,,,5
2,1994,1,1,170,399,5
1,1985,1,1,181,751,5
2,2013,0,1,,,5
1,2015,0,1,,,5
2,1967,3,1,192,421,5
2,1996,5,1,,,5
1,1976,1,2,,149,5
2,1976,1,2,449,311,5
2,2010,0,2,,,5
1,1975,1,1,878,510,5
2,1974,1,1,486,311,5
1,2004,0,1,,,5
1,2005,0,1,,,5
1,1973,1,2,1003,312,5
2,1976,1,2,537,252,5
1,2005,0,2,,,5
1,2008,0,2,,,5
1,1943,2,2,,611,5
1,1940,1,1,,,5
2,1944,1,1,27,941,5
1,1972,1,2,292,135,5
2,1976,1,2,,,5
2,2006,0,2,,,5
1,2009,0,2,,,5
2,1935,2,1,,,5
1,1973,1,1,304,247,5
2,1974,1,1,78,133,5
2,2005,0,1,,,5
2,2007,0,1,,,5
2,2009,0,1,,,5
1,1960,1,1,270,873,5
2,1963,1,1,180,312,5
1,1994,5,1,,521,5
1,1972,1,2,509,152,6
2,1975,1,2,,259,6
1,2001,0,2,,,6
2,2006,0,2,,,6
2,1943,2,1,70,421,2
2,1959,3,1,,,5
1,1979,1,2,,235,5
2,1979,1,2,176,312,5
1,2003,0,2,,,5
2,2011,0,2,,,5
1,1977,1,1,678,832,5
2,1979,1,1,157,510,5
2,2007,0,1,,,5
2,2015,0,1,,,5
1,1936,1,1,,,5
2,1936,1,1,,,5
1,1938,1,1,,,5
2,1939,1,1,,,5
1,1969,1,1,,159,5
2,2003,0,1,,,5
2,1978,1,1,,,5
1,2007,0,1,,,5
2,1956,3,1,179,246,5
1,1978,5,1,549,930,5
1,1970,3,2,330,521,5
2,1944,2,1,27,941,5
2,2001,0,2,,,5
1,1955,1,2,,611,5
2,1959,1,2,,611,5
1,1989,5,2,,611,5
2,1991,5,2,236,252,5
2,1985,1,2,,,2
1,1978,1,2,733,312,2
2,2013,0,2,,,2
1,2015,0,2,,,2
2,1943,2,2,,,5
1,1971,1,2,330,132,5
2,1972,1,2,179,313,5
1,1998,5,2,,,5
1,2001,0,2,,,5
1,1953,1,1,,,5
2,1958,1,1,,,5
2,1984,5,1,353,252,5
2,1982,1,1,,,5
1,1981,1,1,633,320,5
1,1980,1,2,348,510,5
2,1977,1,2,,,5
2,2011,0,2,,,5
2,2014,0,2,,,5
2,1949,2,1,,,5
1,1937,1,1,,,5
2,1942,1,1,27,941,5
1,1960,1,1,100,873,5
2,1958,1,1,200,951,5
2,1982,1,1,,521,5
1,1978,1,1,563,245,5
1,2011,0,1,,,5
2,2014,0,1,,,5
1,1968,1,1,,442,5
2,1973,1,1,375,320,5
2,2003,0,1,,,5
2,1932,2,1,,,5
2,2006,0,1,,,5
1,2010,0,1,,,5
1,1936,2,2,,,5
1,1951,1,1,,611,5
2,1954,1,1,,611,5
2,1961,3,1,100,421,5
2,2004,0,1,,,5
1,1965,3,1,,,5
2,1938,2,1,,,5
2,1985,1,2,,,5
1,1983,1,2,,899,5
2,2012,0,2,,,5
1,1974,3,2,,873,5
2,2001,0,2,,,5
2,1948,2,1,,,5
1,1966,1,1,642,311,5
2,1969,1,1,183,243,5
1,2001,0,1,,,5
1,1960,3,2,,,5
1,1992,5,2,,,5
2,1939,2,1,,,5
1,1973,1,2,320,761,5
2,1973,1,1,,,5
2,2003,0,2,,,5
1,2008,0,1,,,5
1,1939,3,1,27,999,5
1,1939,1,2,,,5
2,1944,1,2,,,5
1,1970,1,2,,892,5
2,1975,1,2,,930,5
2,2001,0,2,,,5
1,1955,1,2,,,5
2,1945,1,2,,,5
1,1947,1,1,,,5
2,1952,1,1,,,5
1,1961,3,2,397,510,5
2,1989,5,2,201,313,5
2,1967,3,2,230,441,5
1,1962,1,2,,751,5
2,1962,1,2,197,952,5
2,1995,5,2,,,5
1,1983,1,2,221,311,5
2,1985,1,2,405,252,5
2,2014,0,2,,,5
1,2016,0,2,,,5
1,1952,1,2,,611,5
2,1953,1,2,,710,5
1,1977,1,1,,510,5
2,1976,1,1,,,5
1,2004,0,1,,,5
1,2008,0,1,,,5
1,2010,0,1,,,5
2,1942,2,1,,,5
2,1936,2,2,,,5
1,1948,4,2,,,1
1,1982,5,2,458,320,1
1,1973,1,1,200,141,3
2,1973,1,1,35,951,3
2,1996,5,1,130,442,3
2,1958,2,2,,,5
1,1985,5,2,,,5
1,1971,1,2,750,211,5
2,1972,1,2,,,5
1,2006,0,2,,,5
2,2008,0,2,,,5
1,1969,1,2,,531,5
2,1968,1,2,,313,5
2,1995,5,2,157,399,5
1,1997,5,2,,,5
1,1965,1,2,,151,5
2,1968,1,1,342,510,5
2,1992,5,2,233,399,5
1,2000,5,2,,,5
1,1964,1,2,,510,5
2,1969,1,2,150,259,5
1,1971,1,1,975,320,5
2,1973,1,1,160,999,5
1,1997,5,1,,,5
2,2001,0,1,,,5
1,1967,1,2,750,141,5
2,1971,1,2,,952,5
2,1997,5,2,,,5
2,2000,5,2,,,5
1,1965,1,1,257,930,5
2,1967,1,1,,,5
1,1996,5,2,201,864,5
1,1974,1,2,617,411,3
2,1977,1,2,,,3
2,2007,0,2,,,3
1,2015,0,2,,,3
2,2015,0,2,,,3
1,1947,1,1,,953,3
2,1954,1,1,,953,3
2,1975,5,1,,953,3
1,1965,1,2,600,231,3
2,1967,1,2,,,3
2,1992,5,2,250,431,3
1,1994,3,2,200,141,3
1,2013,0,2,,,3
1,1936,1,1,40,952,3
2,1942,1,1,,,3
2,1940,2,2,,,3
1,1969,1,1,,783,3
2,1973,1,1,150,951,3
1,1999,5,1,,,3
2,2007,0,1,,,3
1,1951,1,2,,,3
2,1951,1,2,,,3
1,1989,5,2,,,3
1,1983,5,2,,441,3
1,1955,1,1,,521,3
2,1954,1,1,,,3
2,1981,5,1,125,399,3
1,1979,1,1,433,854,3
2,1979,1,1,241,243,3
1,2007,0,1,,,3
1,2011,0,1,,,3
1,2014,0,1,,,3
1,1976,1,2,917,232,3
2,1980,1,2,,,3
1,1972,1,1,500,311,3
2,1975,1,1,233,259,3
1,2000,5,1,,,3
2,2004,0,1,,,3
2,1962,2,1,,,3
2,1992,5,2,225,399,3
2,2000,5,2,,,3
2,1958,2,2,180,941,3
1,1974,1,2,500,743,3
2,1979,1,2,,,3
1,2008,0,2,,,3
2,1959,4,1,50,421,3
2,1985,5,2,200,259,3
1,1960,1,2,917,854,3
2,1965,1,2,,,3
1,1988,5,2,250,799,3
1,1949,1,1,,611,3
2,1954,1,1,20,441,3
1,1987,5,1,200,999,3
1,1959,1,1,,874,3
2,1966,1,1,,,3
2,1988,5,1,200,314,3
1,1960,1,2,,873,3
2,1964,1,2,190,441,3
1,1988,5,2,300,864,3
1,1992,5,2,583,799,3
2,1936,2,2,,,3
1,1937,1,1,,,4
2,1958,2,1,167,510,3
1,1987,5,2,333,235,3
1,1985,5,2,250,233,3
1,1945,1,1,,,3
2,1950,1,1,,,3
1,1978,1,2,733,312,3
2,1978,1,2,169,247,3
1,2008,0,2,,,3
1,2010,0,2,,,3
2,2012,0,2,,,3
2,1940,2,2,,,3
1,1964,1,2,,,3
2,1982,1,2,130,930,3
1,2005,0,2,,,3
2,1950,3,2,220,421,3
1,1949,3,1,,,3
1,1974,5,1,,,3
1,1963,1,2,,153,3
2,1941,2,2,,,3
2,1975,1,2,,,3
2,1971,5,2,,,3
2,1967,2,1,,,3
2,1994,5,1,,,3
2,1937,2,1,30,952,3
2,1957,3,1,138,952,3
2,1983,1,1,,422,3
1,1983,1,1,331,311,3
2,2012,0,2,,,3
1,1985,5,2,377,252,4
1,1953,1,1,,873,3
2,1959,1,1,50,999,3
2,1984,5,1,167,288,3
1,1986,5,2,120,999,3
1,1986,5,2,120,999,3
2,1937,2,2,,,3
2,1946,2,2,,,3
2,1939,2,1,,,3
1,1934,2,2,,,3
2,1986,5,2,200,244,3
2,1988,5,2,160,864,3
1,1955,3,2,,,3
1,1944,1,1,,,3
2,1945,1,1,,,3
1,1989,5,1,,,3
2,1972,1,1,,248,3
1,1970,1,1,650,510,3
2,2001,0,1,,,3
2,1936,3,1,,442,3
2,1957,5,2,,153,3
1,1949,1,2,,999,3
2,1960,1,2,,,3
1,1951,1,2,217,153,3
2,1954,1,2,,,3
1,1979,1,2,,874,3
2,1982,1,2,,,3
2,2007,0,2,,,3
2,2010,0,2,,,3
2,1939,2,1,,,3
1,1961,5,1,,,3
2,1935,2,2,,,3
2,1934,2,1,,,3
2,1950,3,2,300,429,3
1,1937,2,2,,,3
1,1952,1,2,,,3
2,1955,1,2,,,3
1,1972,1,2,258,312,3
2,1974,1,2,,,3
1,2001,0,2,,,3
1,1959,1,2,258,743,3
2,1962,1,2,,,3
1,1994,5,2,125,281,3
1,1963,1,2,,,3
2,1962,1,2,710,312,3
1,1991,5,2,,,3
2,1995,5,2,293,243,2
1,1961,1,2,925,921,3
2,1965,1,2,,,3
1,1992,5,2,,,3
1,1959,1,2,633,743,3
2,1965,1,2,,,3
2,1991,5,2,258,314,3
2,1989,5,2,333,312,1
1,1953,1,1,208,141,4
2,1958,1,1,,,4
1,1982,5,1,210,743,4
1,1955,1,2,,,3
2,1957,1,2,131,441,3
2,1982,1,2,383,312,3
1,1982,1,2,405,313,3
2,2011,0,2,,,3
1,2014,0,2,,,3
1,2016,0,2,,,3
2,1954,2,1,,,3
2,1949,2,1,46,421,4
1,1948,1,1,,,3
2,1950,1,1,,,3
2,1982,1,1,667,522,3
1,1980,1,1,667,522,3
2,2008,0,1,,,3
1,2015,0,1,,,3
1,1974,1,1,350,510,3
2,1973,1,1,150,429,3
2,2001,0,1,,,3
1,2005,0,1,,,3
1,1940,1,2,,,3
2,1944,1,2,,,3
1,1969,1,2,200,159,3
2,1972,1,2,80,999,3
2,2000,5,2,,,3
1,2009,0,2,,,3
1,1957,3,2,,,3
1,1985,5,2,225,743,3
1,1976,1,2,583,411,3
2,1976,1,1,108,259,3
2,2004,0,2,,,3
1,2012,0,2,,,3
1,1972,1,2,582,874,3
2,1972,1,2,,,3
1,1999,5,2,,,3
1,2000,5,2,,,3
2,1949,2,1,27,951,3
1,1975,1,1,817,231,3
2,1978,1,2,,,3
1,2006,0,2,,,3
2,2007,0,2,,,3
2,1966,4,2,,,3
1,1989,5,2,110,442,3
2,1987,1,2,,,3
1,1989,1,2,500,312,3
2,2015,0,2,,,3
1,1973,1,2,516,753,3
2,1974,1,2,,521,3
2,2001,0,2,,,3
1,2004,0,2,,,3
1,1955,1,1,,,3
2,1961,1,1,,,3
1,1970,1,1,767,312,3
2,1975,1,1,,,3
2,2003,0,1,,,3
1,2007,0,1,,,3
1,1972,1,1,383,232,3
2,1977,1,2,509,252,3
2,2005,0,2,,,3
2,2009,0,2,,,3
1,1969,1,2,329,312,3
2,1975,1,2,,,3
2,2001,0,2,,,3
1,2004,0,2,,,3
2,2007,0,2,,,3
1,1962,1,1,766,312,3
2,1964,1,1,,,3
2,1989,1,2,181,252,2
1,1986,1,2,290,111,2
2,2017,0,2,,,2
2,1994,5,2,230,286,1
1,1963,1,1,697,312,3
2,1967,1,1,100,314,3
1,1995,5,2,,,3
1,1991,5,2,358,313,2
1,1967,1,1,983,235,3
2,1970,1,1,177,421,3
2,2002,0,1,,,3
1,1969,1,1,861,235,2
2,1972,1,1,200,247,2
2,2000,5,2,,,2
1,2006,0,2,,,2
1,1960,1,1,1070,753,4
2,1961,1,1,,,4
2,1985,1,2,310,252,3
1,1980,1,2,404,312,3
2,2013,0,2,,,3
2,2014,0,2,,,3
1,1974,1,2,,139,3
2,1976,1,2,,,3
1,2003,0,2,,,3
1,2005,0,2,,,3
1,2012,0,2,,,3
1,1962,1,1,917,741,3
2,1964,1,1,217,441,3
1,1994,5,2,,,3
1,1963,1,2,725,841,3
2,1967,1,2,208,441,3
2,1995,5,2,,,3
1,1969,1,2,825,841,3
2,1971,1,2,,,3
2,1998,5,2,,,3
1,2000,5,2,,,3
1,1962,1,1,1050,141,3
2,1962,1,1,,,3
2,1988,5,2,,,3
1,1991,5,2,242,211,4
1,1974,1,1,827,841,3
2,1978,1,1,,,3
2,2005,0,1,,,3
1,2006,0,1,,,3
1,1952,1,2,218,841,3
2,1957,1,1,,,3
1,1982,5,2,325,312,3
1,1963,1,1,1125,236,3
2,1964,1,1,,442,3
2,1995,5,2,149,429,3
1,1988,1,2,333,399,3
2,1988,1,2,589,320,3
2,2016,0,2,,,3
2,1948,2,2,88,941,3
2,1979,3,2,,,3
1,1961,1,1,1050,236,3
2,1963,1,1,145,721,3
2,1985,5,1,200,231,3
1,1990,1,1,731,862,2
2,1989,1,1,,,2
1,1961,1,2,675,742,3
2,1959,1,2,,611,3
2,1992,5,2,208,392,3
1,1980,1,2,,,3
2,1981,1,2,100,510,3
1,2011,0,2,,,3
1,2013,0,2,,,3
1,1952,1,2,180,910,3
2,1956,1,2,120,941,3
1,1983,5,2,260,510,3
2,1935,2,2,,,3
2,1950,3,1,48,951,3
1,1955,2,2,,,3
1,1959,1,2,,873,3
2,1963,1,2,193,247,3
2,1990,5,2,218,313,3
1,1991,5,2,308,412,3
1,1958,1,2,,,3
2,1963,1,2,,,3
1,1993,5,2,,,3
1,1955,1,2,,611,3
2,1958,1,2,,521,3
1,1983,1,2,408,320,3
2,1985,1,2,,,3
1,2017,0,2,,,3
1,1939,1,1,27,999,3
2,1941,1,1,27,999,3
1,1945,1,2,,,3
2,1948,1,2,,,3
1,1962,1,1,833,753,3
2,1964,1,1,625,274,3
2,1941,2,1,,611,3
1,1921,1,1,,,3
2,1930,1,1,,,3
1,1944,1,1,,611,3
2,1956,1,2,,611,3
2,1981,5,1,317,252,3
1,1948,1,1,,611,3
2,1953,1,1,,611,3
1,1975,1,1,,,4
2,1980,1,1,,,4
1,2009,0,1,,,4
1,2011,0,1,,,4
1,2013,0,1,,,4
1,1944,1,1,41,941,3
2,1952,1,1,,,3
2,1963,1,1,,951,3
1,1957,1,1,,,3
1,1989,5,1,243,899,3
1,1963,1,1,,873,3
2,1969,1,1,138,864,3
2,1990,5,1,309,313,3
1,1954,1,1,,611,3
2,1955,1,1,,611,3
1,1980,5,1,,,3
2,1983,5,1,208,312,3
1,1940,1,1,,611,3
2,1949,1,2,,611,3
2,1979,5,1,,442,3
2,1928,2,1,,,3
1,1974,1,2,308,930,3
2,1981,1,2,,999,3
2,2006,0,2,,,3
1,2010,0,2,,,3
1,1939,1,2,,,3
2,1943,1,2,,,3
2,1938,2,1,,,3
2,1946,2,1,,611,3
2,1969,3,1,208,930,3
1,1992,5,1,188,930,3
1,1993,5,1,168,930,3
2,1950,2,1,,,3
1,2009,0,1,,,3
1,1980,1,2,,254,2
2,1982,1,2,,,2
1,2010,0,2,,,2
2,2012,0,2,,,2
1,1957,3,2,230,873,2
2,1957,2,2,150,952,1
1,1966,1,2,254,930,2
2,1975,1,2,199,246,2
1,2001,0,2,,,2
1,1937,1,2,,,2
2,1940,1,1,,,2
1,1956,1,2,,783,2
2,1960,1,2,72,421,2
1,1985,1,2,,873,2
2,1986,1,2,,,2
1,2010,0,2,,,2
1,2012,0,2,,,2
1,2017,0,2,,,2
2,1962,2,1,,441,5
1,1954,1,1,,,2
2,1958,1,1,,,2
1,1982,5,1,78,930,2
1,1944,1,2,,,2
2,1949,1,1,,,2
2,1953,2,2,167,953,2
1,1961,1,1,,753,2
2,1963,1,1,,,2
1,1990,5,1,,,2
2,1989,1,1,,274,1
1,1983,1,1,693,510,1
1,1958,1,1,250,799,2
2,1962,1,1,136,951,2
1,1947,1,2,,,2
2,1964,1,2,193,952,2
1,1928,1,2,,,2
2,1936,1,1,,,2
1,1947,1,1,,,2
2,1948,1,1,,,2
1,1943,1,2,,,2
2,1952,1,2,,,2
2,1949,2,2,,,2
1,1966,3,1,190,999,2
2,1939,2,2,,,2
1,1973,1,2,,730,2
2,1975,1,2,,,2
2,2004,0,2,,,2
1,2007,0,2,,,2
1,1979,1,1,398,252,1
2,1981,1,1,,,1
2,1949,2,2,100,941,2
1,1957,1,2,,611,2
2,1963,1,2,,611,2
2,1990,5,2,150,246,2
1,1993,5,2,,,2
2,1938,2,2,,,2
1,1991,5,2,220,521,2
1,1949,2,2,,,2
1,1951,1,2,218,942,2
2,1955,1,1,127,941,2
1,1978,5,2,315,313,2
2,1948,2,1,,,2
1,1952,1,1,196,873,2
2,1959,1,1,227,441,2
2,1992,5,2,230,245,2
1,1975,1,1,937,251,5
2,1974,1,1,884,251,5
1,1945,1,2,124,941,2
2,1947,1,2,,,2
1,1971,5,2,246,863,2
1,1977,5,2,184,399,2
1,1964,1,2,354,799,2
2,1969,1,2,83,722,2
2,2004,0,2,,,2
1,1964,1,2,,722,2
2,1970,1,2,,722,2
2,2004,0,2,,,2
1,1962,1,2,,532,2
2,1966,1,2,215,532,2
1,1994,5,2,,,2
1,1983,3,2,,941,2
1,1949,1,1,183,941,2
2,1950,1,1,,,2
1,1975,5,1,113,521,2
1,1938,2,2,,,2
1,1936,2,1,,,2
1,1966,5,1,,873,2
1,1973,1,2,315,899,2
2,1975,1,2,201,313,2
1,2005,0,2,,,2
2,1946,5,1,,,2
2,1952,2,2,,,2
1,1961,1,1,,910,2
2,1961,1,1,,,2
2,1987,5,1,,,2
2,1993,5,1,,,2
1,1999,5,1,182,922,2
2,1936,2,1,,,2
1,1942,1,2,,,2
2,1942,1,2,,,2
1,1953,1,2,185,941,2
2,1959,1,2,,,2
1,1983,5,2,,,2
1,1963,1,2,402,873,2
2,1968,1,2,180,313,2
1,1992,5,2,312,231,2
2,1973,3,2,300,999,2
2,1960,3,1,50,930,2
2,2001,0,1,,,2
1,1963,3,2,,721,2
1,1958,1,2,,783,2
2,1965,1,2,,,2
2,1989,5,2,262,285,2
2,1991,5,2,260,246,2
2,1997,5,2,164,314,2
1,1960,3,2,275,862,2
2,1933,2,1,,,2
1,1952,3,2,,782,2
2,1960,1,2,143,910,2
1,1957,1,2,250,772,2
1,1944,2,2,175,941,2
1,1953,3,2,,,2
1,1990,5,2,180,873,2
2,1960,1,1,165,941,2
1,1960,1,1,177,942,2
2,1987,4,1,,,2
1,1957,1,1,,910,2
2,1960,1,1,240,952,2
1,1977,5,2,,,2
2,1978,1,2,27,930,2
1,1972,1,2,458,312,2
2,2011,0,2,,,2
2,2016,0,2,,,2
1,1960,1,1,150,873,2
2,1964,1,1,80,421,2
1,1988,5,1,250,431,2
1,1952,3,2,,,2
2,1936,2,1,,,2
1,1973,1,2,255,873,2
2,1973,1,2,235,399,2
1,1997,5,2,,,2
2,1999,5,2,169,314,2
1,1995,5,1,25,442,1
2,1966,3,1,214,422,1
1,1965,1,1,400,772,2
2,1968,1,1,,,2
1,2001,0,1,,,2
1,2004,0,1,,,2
1,1970,1,2,,761,2
2,1977,1,2,203,313,2
2,1998,5,2,156,442,2
1,2001,0,2,,,2
2,2003,0,2,,,2
2,1946,2,1,,,2
2,1982,1,2,,,2
1,1974,1,2,,782,2
1,2008,0,2,,,2
1,2010,0,2,,,2
2,1966,2,1,120,941,2
2,1995,5,2,180,442,2
2,1938,2,1,,,2
2,1938,2,1,,,2
1,1974,5,1,424,710,2
1,1944,1,1,,,6
2,1952,1,1,,,6
2,1948,3,1,170,941,2
1,1970,5,2,160,873,2
1,1975,5,2,,,2
1,1935,1,1,,521,2
2,1939,1,1,,,2
1,1939,1,1,,,2
2,1942,1,1,27,930,2
1,1967,3,2,200,772,2
2,1977,1,2,,,2
1,1969,1,2,327,862,2
1,2009,0,2,,,2
1,2010,0,2,,,2
1,1942,1,2,,941,2
2,1955,1,2,150,941,2
1,1974,5,2,197,412,2
2,1964,3,2,174,930,2
2,1970,2,2,,,2
1,2000,5,2,,521,2
1,1965,1,2,252,612,2
2,1965,1,2,224,941,2
2,1992,1,2,194,442,2
1,1991,1,2,365,222,2
1,1981,1,2,320,312,2
2,1980,1,2,158,314,2
1,1959,1,2,388,312,2
2,1968,1,2,87,421,2
2,1989,5,2,184,285,2
1,2000,5,2,,,2
2,1992,5,2,130,286,2
2,1947,2,1,,,2
2,1975,1,2,,,2
1,1996,5,2,,,2
2,1999,5,2,237,313,2
1,2000,5,2,,,2
1,1972,1,2,474,781,2
1,2011,0,2,,,2
1,2013,0,2,,,2
1,1926,1,2,,,2
2,1934,1,2,,,2
2,1995,5,2,,,2
2,1997,5,1,120,442,2
2,1944,2,1,,,2
1,2015,0,1,,,2
2,1943,2,1,,611,2
1,1938,3,2,,,2
1,1959,1,2,180,771,2
2,1960,1,2,,,2
1,1988,5,2,229,761,2
1,1953,1,2,177,942,2
2,1960,1,2,253,941,2
1,1982,5,2,220,710,2
1,1965,1,1,,273,2
2,1967,1,1,,247,2
1,1995,5,1,,,2
2,1940,2,1,,,2
1,1947,1,2,,,2
2,1951,1,2,,,2
2,1967,3,1,,442,2
1,2000,5,2,,,2
1,1937,1,1,,,2
2,1941,1,1,,,2
2,1951,1,1,172,421,2
2,1971,3,2,831,231,2
1,1995,5,2,,,2
1,1955,1,1,,873,2
2,1961,1,1,,,2
1,1991,5,1,218,442,2
2,1949,2,1,,,2
2,1973,1,2,350,245,1
1,1971,1,2,,254,1
2,2007,0,2,,,1
2,2009,0,2,,,1
1,1967,1,2,638,252,2
2,1969,1,2,211,441,2
2,1995,5,2,128,244,2
1,1952,1,1,,783,2
2,1960,1,1,120,951,2
2,1983,1,2,417,313,2
1,1979,1,2,463,412,2
1,2011,0,2,,,2
2,2016,0,2,,,2
1,2016,0,2,,,2
2,1984,1,2,,422,2
1,1980,1,2,,510,2
1,2016,0,2,,,2
1,1953,3,1,,442,3
1,1980,5,2,,,2
1,1946,1,2,,,2
2,1951,1,2,70,421,2
1,1974,1,1,256,852,2
2,1975,1,2,,,2
1,2002,0,2,,,2
2,2012,0,2,,,2
1,1963,1,2,190,753,2
2,1971,1,2,150,952,2
2,1993,5,2,,,2
1,1995,5,2,218,246,2
1,1952,1,1,220,873,2
2,1953,1,1,158,941,2
1,1971,5,1,339,312,2
2,1948,2,1,,,2
2,1954,2,1,,,2
2,1945,2,1,,,2
2,1952,2,1,,,2
2,1979,3,2,,,5
2,2012,0,2,,,5
1,2017,0,2,,,5
1,1972,1,1,,611,4
2,1966,1,1,,611,4
1,2007,0,1,,,4
2,2011,0,1,,,4
1,1942,3,2,,,2
1,1987,1,2,300,213,7
2,1987,1,2,223,314,7
2,1962,3,1,,,2
1,1969,1,2,,941,2
2,1975,1,2,,941,2
2,2000,5,2,,,2
1,2001,0,2,,,2
2,2004,0,2,,,2
